"COD_CIA","COD_RAMO","COD_REGLA","DSNIVEL","FECHA_REGISTRO"
3,109,"700STZ301","L",17/04/15
3,55,"700STZ301","L",17/04/15
3,215,"700STZ301","L",17/04/15
3,95,"700STZ301","L",17/04/15
3,112,"700STZ301","L",17/04/15
3,121,"700STZ301","L",17/04/15
3,876,"700STZ301","L",17/04/15
3,601,"700STZ301","L",17/04/15
3,600,"700STZ301","L",17/04/15
3,221,"700STZ301","L",17/04/15
3,222,"700STZ301","L",17/04/15
3,223,"700STZ301","L",17/04/15
3,225,"700STZ301","L",17/04/15
3,230,"700STZ301","L",17/04/15
3,235,"700STZ301","L",17/04/15
3,103,"700STZ301","L",17/04/15
3,110,"700STZ301","L",17/04/15
3,115,"700STZ301","L",17/04/15
3,116,"700STZ301","L",17/04/15
3,117,"700STZ301","L",17/04/15
3,119,"700STZ301","L",17/04/15
3,120,"700STZ301","L",17/04/15
3,125,"700STZ301","L",17/04/15
3,600,"700STZ302","E",17/04/15
3,760,"700STZ302","E",17/04/15
3,770,"700STZ302","E",17/04/15
3,780,"700STZ302","E",17/04/15
3,790,"700STZ302","E",17/04/15
3,109,"700STZ302","E",17/04/15
3,55,"700STZ302","E",17/04/15
3,215,"700STZ302","E",17/04/15
3,95,"700STZ302","E",17/04/15
3,112,"700STZ302","E",17/04/15
3,121,"700STZ302","E",17/04/15
3,876,"700STZ302","E",17/04/15
3,601,"700STZ302","E",17/04/15
3,221,"700STZ302","E",17/04/15
3,222,"700STZ302","E",17/04/15
3,223,"700STZ302","E",17/04/15
3,225,"700STZ302","E",17/04/15
3,230,"700STZ302","E",17/04/15
3,99,"700STZ302","E",17/04/15
3,103,"700STZ302","E",17/04/15
3,110,"700STZ302","E",17/04/15
3,115,"700STZ302","E",17/04/15
3,116,"700STZ302","E",17/04/15
3,117,"700STZ302","E",17/04/15
3,119,"700STZ302","E",17/04/15
3,120,"700STZ302","E",17/04/15
3,125,"700STZ302","E",17/04/15
3,130,"700STZ302","E",17/04/15
3,136,"700STZ302","E",17/04/15
3,140,"700STZ302","E",17/04/15
3,150,"700STZ302","E",17/04/15
3,152,"700STZ302","E",17/04/15
3,154,"700STZ302","E",17/04/15
3,200,"700STZ302","E",17/04/15
3,213,"700STZ302","E",17/04/15
3,214,"700STZ302","E",17/04/15
3,217,"700STZ302","E",17/04/15
3,218,"700STZ302","E",17/04/15
3,219,"700STZ302","E",17/04/15
3,220,"700STZ302","E",17/04/15
3,160,"700STZ302","E",13/01/21
3,93,"700STZ302","E",17/04/15
3,94,"700STZ302","E",17/04/15
3,97,"700STZ302","E",17/04/15
3,98,"700STZ302","E",17/04/15
3,1,"700STZ302","E",17/04/15
3,8,"700STZ302","E",17/04/15
3,35,"700STZ302","E",17/04/15
3,40,"700STZ302","E",17/04/15
3,60,"700STZ302","E",17/04/15
3,74,"700STZ302","E",17/04/15
3,75,"700STZ302","E",17/04/15
3,76,"700STZ302","E",17/04/15
3,77,"700STZ302","E",17/04/15
3,78,"700STZ302","E",17/04/15
3,79,"700STZ302","E",17/04/15
3,90,"700STZ302","E",17/04/15
3,91,"700STZ302","E",17/04/15
3,235,"700STZ302","E",17/04/15
3,173,"700STZ302","E",17/04/15
3,444,"700STZ302","E",17/04/15
3,460,"700STZ302","E",17/04/15
3,461,"700STZ302","E",17/04/15
3,480,"700STZ302","E",17/04/15
3,481,"700STZ302","E",17/04/15
3,237,"700STZ302","E",17/04/15
3,755,"700STZ302","E",17/04/15
3,45,"700STZ302","E",17/04/15
3,127,"700STZ302","E",17/04/15
3,129,"700STZ302","E",17/04/15
3,910,"700STZ302","E",17/04/15
2,999,"700STZ700","M",
2,999,"700STZ700","S",
3,999,"700STZ700","1",
3,999,"700STZ700","S",
3,999,"700STZ700","M",
2,999,"700STZ700","1",
3,315,"700STZ700","S",
3,999,"700STZ700","3",
3,315,"700STZ700","1",
3,999,"704ETV001","X",
3,999,"704ETV001","E",
3,999,"704STZ001","1",
3,999,"707STZ001","1",
3,40,"715STV001","S",
3,45,"715STV001","S",
3,40,"715STV004","E",
3,45,"715STV004","E",
3,40,"715STV007","E",
3,45,"715STV007","E",
3,40,"715STZ040","M",23/09/14
3,999,"716STZ001","M",
3,999,"716STZ001","S",
3,999,"716STZ002","L",
2,958,"718DVV001","S",01/02/23
2,956,"718DVV001","S",01/02/23
2,754,"718STV001","S",17/12/15
2,754,"718STV001","M",17/12/15
2,754,"718STV002","S",17/12/15
2,754,"718STV002","M",17/12/15
2,721,"721CTT001","C",
2,761,"729PVV012","L",04/08/15
2,999,"730STZ001","1",
2,999,"730STZ002","1",
3,506,"733STZ001","S",
3,500,"733STZ001","S",
3,501,"733STZ001","S",
3,500,"733STZ003","S",
3,506,"733STZ003","M",
3,500,"733STZ003","M",
3,501,"733STZ003","S",
3,501,"733STZ003","M",
3,506,"733STZ003","S",
3,501,"733STZ004","S",
3,506,"733STZ004","S",
3,500,"733STZ004","S",
3,506,"733STZ005","S",
3,500,"733STZ005","S",
3,501,"733STZ005","S",
3,500,"733STZ007","S",
3,506,"733STZ007","S",
3,501,"733STZ007","S",
3,506,"733STZ010","S",
3,501,"733STZ010","S",
3,500,"733STZ010","S",
3,506,"733STZ011","S",
3,500,"733STZ011","S",
3,501,"733STZ011","S",
3,501,"733STZ014","S",
3,501,"733STZ016","S",
3,501,"733STZ019","S",
3,506,"733STZ021","M",
3,500,"733STZ021","M",
3,501,"733STZ021","M",
2,31,"734ETV023","X",
2,22,"734ETV023","X",
5,759,"742PVV003","E",
5,759,"742PVV003","X",
2,944,"747STV001","S",18/08/15
2,944,"747STV001","M",18/08/15
2,946,"747STV001","S",18/08/15
2,942,"747STV001","M",18/08/15
2,942,"747STV001","S",18/08/15
2,946,"747STV001","M",18/08/15
2,950,"747STV002","M",
2,940,"748STV001","S",18/08/15
2,940,"748STV001","M",18/08/15
2,759,"759CTT001","D",21/07/25
2,759,"759LVV001","L",
2,760,"760ZTZ001","S",
3,999,"766LTI001","1",06/12/22
2,67,"766PVV030","X",22/06/23
2,67,"766PVV030","E",22/06/23
2,66,"766PVV030","X",22/06/23
2,77,"766PVV030","X",22/06/23
2,77,"766PVV030","E",22/06/23
2,66,"766PVV030","E",22/06/23
2,763,"768BCT001","L",30/10/25
2,762,"768BCT001","L",30/10/25
2,752,"768BCT001","L",30/10/25
2,751,"768BCT001","L",30/10/25
2,762,"768LTI001","L",01/05/23
2,763,"768LTI001","L",01/05/23
2,722,"770STZ700","M",
2,722,"770STZ700","S",
2,722,"770STZ703","X",
2,722,"770STZ703","E",
3,778,"778CTT001","1",
3,250,"799DVV080","M",10/04/24
3,250,"799DVV081","S",06/03/24
3,250,"799DVV082","M",28/05/24
2,738,"799STV001","1",
2,738,"799STV001","S",
3,999,"799STV002","X",22/07/15
3,999,"799STV002","E",22/07/15
3,999,"799STV002","G",22/07/15
3,923,"922PTV001","4",
2,922,"922PTV001","4",
3,923,"922PTV002","1",
2,922,"922PTV002","1",
2,922,"922PTV003","1",
3,923,"922PTV005","C",
2,922,"922PTV005","C",
2,922,"922PTV006","1",
3,923,"922PTV006","1",
2,922,"922PTV008","1",
3,923,"922PTV010","1",
3,923,"922PTV011","D",
2,922,"923PTV002","4",
3,923,"923PTV002","4",
3,923,"923PTV003","C",
2,922,"923PTV003","C",
2,954,"954CTT001","E",01/04/20
2,954,"954CTT001","S",01/04/20
2,954,"954CTT003","E",01/04/20
2,954,"954CTT003","S",01/04/20
2,954,"954CTT005","E",01/04/20
2,954,"954CTT005","S",01/04/20
1,999,"999CTT001","1",
2,999,"999CTT001","1",
3,999,"999CTT001","1",
3,103,"999CTT002","1",
2,922,"999CTT003","1",
3,923,"999CTT003","1",
